Agency,State,Population,Violent Crime rate,Murder,Rape,Robbery,Assault,Property,Burglary,Larceny,Vehicular,Year
Tempe Police Dept,AZ,149352.0,557.7,4.7,32.8,200.2,320.0,9300.2,1408.1,6276.4,1615.6,1995
Thousand Oaks,CA,111539.0,211.6,0.0,20.6,52.9,138.1,2251.2,400.8,1573.4,277.0,1995
Toledo Police Dept,OH,323972.0,886.8,10.8,85.8,436.5,353.7,7507.7,1944.0,4574.8,989.0,1995
Topeka Police Dept,KS,121165.0,1243.8,7.4,73.5,416.0,746.9,11904.4,4864.4,6218.8,821.2,1995
Torrance Police Dept,CA,138914.0,497.4,3.6,7.2,282.9,203.7,5000.2,931.5,3035.0,1033.7,1995
Tucson Police Dept,AZ,449981.0,1206.1,14.4,64.9,264.9,861.8,10951.4,1332.3,8274.8,1344.3,1995
Tulsa Police Dept,OK,377152.0,1155.8,8.0,67.6,251.1,829.1,6221.6,1610.0,3444.5,1167.2,1995
Tallahassee Police Dept,FL,135759.0,1420.9,8.8,87.7,447.1,877.3,10814.8,2062.5,7919.2,833.1,1995
Tampa Police Dept,FL,289882.0,3013.3,16.2,95.6,905.9,1995.6,11169.0,2284.4,6821.1,2063.6,1995
Vallejo Police Dept,CA,112044.0,1455.7,11.6,46.4,453.4,944.3,6612.6,1490.5,4195.7,926.4,1995
Virginia Beach Police Dept,VA,435959.0,222.0,3.7,22.7,109.9,85.8,4429.8,668.6,3496.7,264.5,1995
City Of Waco Police Dept,TX,107885.0,1397.8,14.8,121.4,423.6,837.9,7930.7,1761.1,5147.1,1022.4,1995
Warren Police Dept,MI,143420.0,909.9,0.0,23.7,151.3,734.9,4150.0,634.5,2552.6,962.9,1995
Washington Metropolitan Police Dept,DC,554000.0,2661.6,65.2,52.7,1239.0,1304.7,9504.9,1838.3,5826.9,1839.7,1995
Waterbury Police Dept,CT,103523.0,508.1,8.7,30.9,251.2,217.3,7991.5,1979.3,4755.5,1256.7,1995
West Covina Police Dept,CA,103817.0,624.2,9.6,23.1,347.7,243.7,4675.5,751.3,2870.4,1053.8,1995
Wichita Police Dept,KS,311675.0,701.1,13.2,65.1,287.2,335.6,7520.7,1721.0,4950.3,849.3,1995
Winston-Salem Police Dept,NC,157870.0,1519.0,14.6,89.9,586.6,827.9,10919.1,2941.7,7160.3,817.1,1995
Worcester Police Dept,MA,166290.0,1071.6,3.0,49.3,259.2,760.1,5777.3,1517.8,3483.1,776.4,1995
Yonkers Police Dept,NY,183156.0,620.8,4.9,13.6,398.6,203.7,3945.8,764.4,2260.4,921.1,1995
Abilene Police Dept,TX,114523.0,522.2,6.1,57.6,110.0,348.4,4691.6,978.0,3499.7,213.9,1996
Akron City Police Dept,OH,223303.0,1050.1,6.3,86.9,363.2,593.8,6118.1,1283.5,3924.3,910.4,1996
Albuquerque Police Dept,NM,426736.0,1468.6,16.4,87.9,468.2,896.1,9838.9,2117.7,6083.6,1637.5,1996
Alexandria Police Dept,VA,114996.0,553.1,6.1,39.1,276.5,231.3,5658.5,821.8,4013.2,823.5,1996
Allentown City Police Dept,PA,105372.0,618.8,5.7,46.5,304.6,261.9,6444.8,1435.9,4431.9,577.0,1996
Amarillo Police Dept,TX,171770.0,831.3,6.4,41.3,194.4,589.2,7370.3,1231.9,5738.5,400.0,1996
Amherst Town Police Dept,NY,107331.0,91.3,0.0,6.5,55.0,29.8,2465.3,245.0,2057.2,163.0,1996
Anaheim Police Dept,CA,286146.0,723.8,4.9,28.3,341.8,348.8,4403.0,942.9,2638.5,821.6,1996
Anchorage Police Dept,AK,254774.0,815.6,9.8,77.7,219.0,509.1,5534.3,923.6,3989.0,621.7,1996
Ann Arbor Police Dept,MI,109939.0,372.0,0.9,33.7,102.8,234.7,3899.4,731.3,2986.2,181.9,1996
Arlington Police Dept,TX,298632.0,829.8,5.7,52.2,206.9,564.9,6306.8,1136.9,4408.4,761.5,1996
Atlanta Police Dept,GA,413123.0,3316.0,47.4,94.9,1163.1,2010.5,13754.3,2534.6,8981.3,2238.3,1996
Aurora Police Dept,CO,262168.0,621.4,4.2,73.6,213.2,330.3,5474.7,987.5,3954.0,533.2,1996
Aurora Police Dept,IL,113220.0,,23.0,,199.6,500.8,4912.6,1096.1,3501.1,315.3,1996
Austin Police Dept,TX,537484.0,710.9,7.4,50.2,256.0,397.2,7155.0,1409.3,5058.2,687.5,1996
Bakersfield Police Dept,CA,193777.0,579.0,12.9,19.1,248.7,298.3,5915.0,1483.1,3847.7,584.2,1996
Baltimore City Police Dept,MD,716446.0,2723.0,46.1,89.5,1450.6,1136.9,9278.4,2066.0,5656.0,1556.4,1996
Baton Rouge Police Dept,LA,229501.0,1480.6,30.9,51.4,527.2,871.0,10441.3,2430.1,6613.9,1397.4,1996
Beaumont Police Dept,TX,119715.0,1045.8,12.5,169.6,350.8,512.9,7565.5,1635.6,5314.3,615.6,1996
Berkeley Police Dept,CA,101250.0,1073.6,7.9,31.6,485.9,548.1,9131.9,1483.5,6600.5,1047.9,1996
Birmingham Police Dept,AL,272169.0,1622.5,41.5,84.1,675.3,821.5,9136.6,2194.6,5614.2,1327.9,1996
Boise Police Dept,ID,153258.0,332.8,0.7,39.8,36.5,255.8,5425.5,988.5,4189.0,247.9,1996
Boston Police Dept,MA,552519.0,1656.8,10.7,74.9,628.0,943.1,6435.4,914.4,3843.1,1678.0,1996
Bridgeport Police Dept,CT,133015.0,1584.0,33.1,45.9,712.7,792.4,6716.5,1863.7,3065.1,1787.8,1996
Brownsville Police Dept,TX,117511.0,979.5,9.4,18.7,196.6,754.8,7418.0,1130.1,5881.2,406.8,1996
Buffalo Police Dept,NY,313238.0,1444.3,17.9,85.9,837.4,503.1,7059.2,2010.6,3612.0,1436.6,1996
Burbank Police Dept,CA,101082.0,451.1,4.0,18.8,167.2,261.2,3665.3,604.5,2195.2,865.6,1996
Cambridge Police Dept,MA,100725.0,644.3,1.0,34.7,224.4,384.2,4287.9,793.2,2951.6,543.1,1996
Cedar Rapids Police Dept,IA,114360.0,342.8,0.0,9.6,97.1,236.1,6654.4,1115.8,5213.4,325.3,1996
Chandler Police Dept,AZ,129554.0,330.4,1.5,22.4,110.4,196.1,6269.2,1386.3,4021.5,861.4,1996
Charlotte-Mecklenburg Police Department,NC,554070.0,1609.0,12.8,55.2,468.2,1072.8,8050.1,1845.8,5450.4,753.9,1996
Chattanooga Police Dept,TN,156524.0,1370.4,13.4,54.9,355.2,946.8,8013.5,1704.5,5535.9,773.0,1996
Chesapeake Police Dept,VA,183965.0,437.0,7.1,26.6,154.4,249.0,4163.3,831.1,3041.9,290.3,1996
Chicago Police Dept,IL,2754118.0,,28.6,,975.3,1347.0,7046.1,1469.6,4338.7,1237.8,1996
Chula Vista Police Dept,CA,151377.0,722.7,3.3,24.4,263.6,431.4,5105.1,958.5,3032.8,1113.8,1996
Cincinnati Police Dept,OH,360457.0,1087.8,8.9,87.4,492.2,499.4,6528.9,1577.7,4445.7,505.5,1996
Cleveland,OH,496049.0,1538.4,20.8,129.6,818.9,569.1,6003.0,1553.9,2709.6,1739.5,1996
Colorado Springs,CO,331020.0,481.8,3.6,71.9,136.8,269.5,5718.1,998.1,4304.3,415.7,1996
Columbia Police Dept,SC,105316.0,1818.3,18.0,82.6,500.4,1217.3,9919.7,1826.9,7186.9,905.8,1996
Columbus Police Dept,GA,194345.0,457.9,7.7,12.3,188.8,249.0,5867.9,1140.2,4297.0,430.7,1996
Columbus Police Dept,OH,640297.0,970.8,13.9,89.2,518.2,349.5,8569.0,2032.3,5348.1,1188.5,1996
Concord Police Dept,CA,113479.0,569.3,3.5,33.5,147.2,385.1,5865.4,1045.1,4212.2,608.0,1996
Corpus Christi Police Dept,TX,286660.0,1053.5,6.3,96.3,169.2,781.8,9574.8,1316.2,7676.7,581.9,1996
Clearwater Police Dept,FL,103036.0,1121.0,1.9,60.2,208.7,850.2,6232.8,1313.1,4622.7,297.0,1996
Dallas Police Dept,TX,1060585.0,1535.0,20.5,69.8,577.2,867.5,7931.6,1693.4,4621.8,1616.4,1996
Dayton,OH,179680.0,1127.6,21.1,111.9,603.9,390.7,8801.8,2070.3,4930.4,1801.0,1996
Denver Police Dept,CO,516224.0,742.3,12.4,69.3,257.1,403.5,5904.8,1508.6,3345.3,1050.9,1996
Des Moines Police Dept,IA,195455.0,474.3,9.7,51.2,163.7,249.7,7292.7,919.4,5752.7,620.6,1996
Detroit Police Dept,MI,1002299.0,2318.6,42.7,111.6,948.2,1216.0,9672.7,2144.2,4109.9,3418.6,1996
Downey Police Dept,CA,101309.0,582.4,6.9,32.6,313.9,229.0,4140.8,920.0,2051.2,1169.7,1996
Durham Police Dept,NC,148571.0,1136.8,27.6,56.5,545.2,507.5,10196.5,2844.4,6326.9,1025.1,1996
El Monte Police Dept,CA,106149.0,1207.7,8.5,40.5,538.9,619.9,3123.0,804.5,1514.9,803.6,1996
El Paso Police Dept,TX,602951.0,852.1,5.0,40.6,198.2,608.3,6633.4,653.8,5256.5,723.1,1996
Elizabeth Police Dept,NJ,107427.0,1104.9,12.1,50.3,740.0,302.5,7467.4,1645.8,4079.0,1742.6,1996
Erie Police Dept,PA,108432.0,617.0,5.5,62.7,309.9,238.9,4484.8,939.8,3189.1,356.0,1996
Escondido Police Dept,CA,118003.0,694.1,5.9,42.4,182.2,463.5,5116.8,914.4,3341.4,861.0,1996
Eugene Police Dept,OR,122637.0,602.6,1.6,40.8,221.0,339.2,9330.0,1560.7,7147.1,622.2,1996
Evansville Police Dept,IN,131455.0,593.4,5.3,31.2,126.3,430.6,5039.7,1094.7,3600.5,344.6,1996
Flint City Police Dept,MI,139588.0,2382.0,28.7,130.4,671.3,1551.7,9119.0,2966.6,4541.9,1610.5,1996
Fontana Police Dept,CA,105211.0,1280.3,15.2,68.4,393.5,803.1,3880.8,1086.4,1375.3,1419.1,1996
Fort Collins Police Dept,CO,103472.0,404.9,2.9,67.7,44.5,289.9,4860.3,801.2,3906.4,152.7,1996
Fort Wayne Police Dept,IN,186196.0,574.1,7.0,65.0,268.0,234.2,6926.6,1034.9,5052.2,839.4,1996
City Of Fort Worth Police Dept,TX,470254.0,1059.9,14.5,67.8,359.8,617.8,7212.7,1683.6,4568.0,961.2,1996
Fremont Police Dept,CA,186186.0,436.1,1.6,17.2,99.9,317.4,3736.6,701.4,2518.4,516.7,1996
Fresno Police Dept,CA,392049.0,1392.9,17.6,55.1,532.3,787.9,9240.2,1751.8,5147.3,2341.0,1996
Fullerton Police Dept,CA,118524.0,409.2,4.2,21.9,169.6,213.5,4016.9,784.7,2623.9,608.3,1996
Fort Lauderdale Police Dept,FL,168059.0,1537.6,20.2,57.1,705.7,754.5,13628.0,2822.8,8999.8,1805.3,1996
Garden Grove Police Dept,CA,150062.0,563.8,3.3,22.7,205.9,331.9,3753.1,819.0,2162.4,771.7,1996
Garland Police Dept,TX,201336.0,385.9,7.0,31.3,104.3,243.4,4363.4,887.1,3054.6,421.7,1996
Glendale Police Dept,AZ,183029.0,667.1,6.0,27.9,164.5,468.8,6697.8,1244.1,4307.0,1146.8,1996
Glendale Police Dept,CA,181019.0,398.3,7.7,8.8,190.0,191.7,3449.9,627.0,2234.0,588.9,1996
Grand Prairie Police Dept,TX,112930.0,1023.6,2.7,44.3,130.2,846.5,5070.4,945.7,3306.5,818.2,1996
Grand Rapids Police Dept,MI,192358.0,1270.0,10.4,52.5,350.9,856.2,6320.0,1576.7,4185.4,557.8,1996
Green Bay Police Dept,WI,104283.0,374.0,2.9,37.4,65.2,268.5,4112.8,560.0,3338.0,214.8,1996
Greensboro Police Dept,NC,203186.0,948.4,11.3,46.8,349.4,540.9,7119.6,1588.7,5015.1,515.8,1996
Hampton Police Dept,VA,142248.0,416.2,7.0,39.4,227.1,142.7,4622.2,676.3,3621.1,324.8,1996
Hartford Police Dept,CT,124223.0,1716.3,16.1,75.7,876.6,747.8,8900.1,1668.0,5664.0,1568.1,1996
Hayward Police Dept,CA,117233.0,697.8,10.2,23.9,315.6,348.0,6020.5,1068.8,3785.6,1166.1,1996
Henderson Police Dept,NV,112217.0,286.9,6.2,72.2,108.7,99.8,4193.7,916.1,2702.8,574.8,1996
Honolulu Police Dept,HI,878044.0,313.0,3.1,25.3,161.8,122.8,6527.1,1028.0,4773.7,725.5,1996
Houston Police Dept,TX,1772143.0,1267.2,14.7,56.5,467.0,728.9,6369.3,1433.4,3672.4,1263.5,1996
Huntington Beach Police Dept,CA,191911.0,318.4,0.0,13.5,101.1,203.7,3488.1,848.8,2168.2,471.1,1996
Huntsville Police Dept,AL,162376.0,824.6,6.8,43.7,190.9,583.2,8000.6,1386.3,5860.5,753.8,1996
Hialeah Police Dept,FL,200339.0,1004.8,6.0,31.4,442.7,524.6,8084.8,1444.6,4553.8,2086.5,1996
Hollywood Police Dept,FL,128996.0,897.7,7.8,43.4,389.2,457.4,8819.7,1869.1,5849.0,1101.6,1996
Independence Police Dept,MO,113382.0,517.7,0.9,22.9,109.4,384.5,7218.1,1083.9,5479.7,654.4,1996
Indianapolis Police Dept,IN,376531.0,1970.1,30.3,112.6,690.5,1136.7,8100.0,2070.7,4472.9,1556.3,1996
Inglewood Police Dept,CA,111650.0,1740.3,24.2,54.6,852.7,808.8,3849.5,969.1,1657.9,1222.6,1996
Irvine Police Department,CA,127410.0,215.1,0.8,17.3,51.0,146.0,2995.1,656.9,2077.5,260.6,1996
Irving Police Dept,TX,170960.0,470.3,4.7,38.0,118.2,309.4,5076.6,865.7,3709.6,501.3,1996
Jackson Police Dept,MS,196619.0,1203.3,34.1,106.3,665.8,397.2,9205.6,2504.3,4955.8,1745.5,1996
Jacksonville,FL,690367.0,1414.5,12.3,98.6,404.4,899.1,7209.1,1907.8,4613.8,687.5,1996
Jersey City Police Dept,NJ,228424.0,1659.6,11.4,39.8,813.8,794.6,5653.1,1499.4,2624.1,1529.6,1996
Kansas City Police Dept,MO,448474.0,1981.2,23.2,91.9,642.4,1223.7,9680.6,1995.0,6271.0,1414.6,1996
Knoxville Police Dept,TN,174054.0,877.3,13.2,38.5,340.7,484.9,5308.7,1345.0,3047.3,916.4,1996
Lafayette Police Dept,LA,103134.0,819.3,7.8,72.7,239.5,499.4,7405.9,1333.2,5419.2,653.5,1996
Lakewood,CO,131786.0,478.8,3.0,41.0,135.8,299.0,5284.3,917.4,3940.5,426.4,1996
Lancaster,CA,120881.0,1144.1,9.9,48.0,254.8,831.4,3775.6,1203.7,1934.1,637.8,1996
Lansing City Police Dept,MI,120821.0,1364.8,8.3,142.4,283.9,930.3,6700.0,1330.1,4926.3,443.6,1996
Laredo,TX,156032.0,666.5,7.0,17.3,155.1,487.1,6537.1,1071.6,4792.0,673.6,1996
Las Vegas Metropolitan Police Department,NV,831303.0,1011.5,19.4,57.1,439.1,496.0,5838.3,1402.1,3482.7,953.4,1996
Lexington-Fayette County Police Department,KY,241150.0,828.5,5.8,50.6,240.1,532.0,5527.7,1199.7,3948.6,379.4,1996
Lincoln Police Dept,NE,206704.0,587.8,1.5,40.2,68.7,477.5,6354.0,908.1,5196.8,249.1,1996
Little Rock Police Dept,AR,182799.0,1508.2,15.9,90.8,457.9,943.7,9988.6,1850.1,7250.0,888.4,1996
Long Beach Police Dept,CA,440023.0,1152.0,21.6,35.9,552.5,542.0,4826.8,1137.0,2652.4,1037.4,1996
Los Angeles Police Dept,CA,3498139.0,1796.4,20.3,41.8,720.1,1014.2,4928.9,1025.3,2717.7,1185.9,1996
Louisville Police Dept,KY,274506.0,1233.1,23.0,47.7,660.1,502.4,6427.9,1759.5,3454.9,1213.5,1996
Lubbock Police Dept,TX,202403.0,1020.7,7.4,62.3,136.4,814.7,5376.4,1213.4,3691.6,471.3,1996
Madison City Police Dept,WI,197572.0,390.7,0.5,38.0,151.3,200.9,4213.1,703.0,3185.7,324.4,1996
Memphis Police Dept,TN,631626.0,1984.6,25.5,124.9,945.2,889.0,9142.4,2633.5,4247.5,2261.5,1996
Mesa Police Dept,AZ,340818.0,721.5,5.3,32.3,148.5,535.5,6829.5,1139.3,4571.9,1118.2,1996
Mesquite Police Dept,TX,117795.0,371.8,2.5,6.8,54.3,308.2,5105.5,478.8,4058.7,567.9,1996
Midland Police Dept,TX,100087.0,376.7,4.0,57.9,79.9,234.8,4585.0,1029.1,3270.2,285.8,1996
Milwaukee Police Dept,WI,627139.0,952.6,20.7,44.8,534.7,352.4,6960.0,1215.4,4137.5,1607.1,1996
Minneapolis Police Dept,MN,361595.0,1882.8,23.0,142.7,896.6,820.5,9407.8,2123.4,5721.9,1562.5,1996
Mobile Police Dept,AL,207106.0,1055.0,24.6,57.5,619.5,353.4,8366.2,2126.4,5306.5,933.3,1996
Modesto Police Dept,CA,178865.0,708.4,6.7,44.7,235.4,421.5,6470.2,1510.1,3969.5,990.7,1996
Montgomery Police Dept,AL,197972.0,802.6,15.7,40.4,316.7,429.9,5866.0,1705.3,3591.9,568.8,1996
Moreno Valley,CA,141292.0,843.6,9.2,36.8,295.8,501.8,5337.2,1613.7,2983.9,739.6,1996
Miami Police Dept,FL,384976.0,3114.5,32.2,52.2,1334.9,1695.2,10631.3,2546.7,6086.4,1998.3,1996
Naperville Police Dept,IL,101980.0,,2.0,,15.7,48.0,2694.6,399.1,2191.6,103.9,1996
Nashville-Davidson Metro Police Dept,TN,530059.0,1890.5,16.8,91.9,549.0,1232.9,9328.4,1514.0,6262.5,1551.9,1996
New Haven Police Dept,CT,119566.0,2187.9,18.4,100.4,1009.5,1059.7,10387.6,2455.5,5970.8,1961.3,1996
New Orleans Police Dept,LA,488300.0,2257.0,71.9,79.9,1167.3,937.9,8785.2,2038.5,4663.9,2082.7,1996
New York City Police Dept,NY,7339594.0,1344.2,13.4,31.8,676.8,622.3,3868.0,834.8,2210.6,822.6,1996
Newark Police Dept,NJ,261909.0,3345.1,35.1,68.3,1610.9,1630.7,9803.4,2287.4,4464.5,3051.4,1996
Newport News Police Dept,VA,182487.0,644.4,14.8,60.3,198.9,370.4,4741.7,670.7,3753.7,317.3,1996
Norfolk Police Dept,VA,245956.0,948.1,24.8,57.7,438.7,426.9,6717.5,1124.6,4900.5,692.4,1996
Norwalk,CA,102176.0,1151.0,13.7,25.4,322.0,789.8,3143.6,694.9,1483.7,965.0,1996
Oakland Police Dept,CA,372145.0,2194.8,25.0,86.5,973.3,1110.1,8331.7,1627.9,5341.5,1362.4,1996
Oceanside,CA,148308.0,835.4,6.7,50.6,222.5,555.6,4017.3,1171.2,2231.2,614.9,1996
Oklahoma City Police Dept,OK,469632.0,1130.2,14.3,101.6,314.7,699.7,11028.2,2276.3,7656.4,1095.5,1996
Omaha Police Dept,NE,350607.0,1352.5,7.7,59.0,223.0,1062.7,6331.0,1013.1,4278.0,1039.9,1996
Ontario Police Dept,CA,136742.0,1042.1,12.4,32.2,368.6,628.9,5471.6,1081.6,3138.8,1251.3,1996
Orange Police Dept,CA,118445.0,474.5,0.8,25.3,149.4,298.9,2975.2,741.3,1704.6,529.4,1996
Oxnard Police Dept,CA,147937.0,934.2,10.8,38.5,310.9,573.9,4412.7,848.3,2928.3,636.1,1996
Orlando Police Dept,FL,182616.0,2191.5,7.1,90.4,591.4,1502.6,10981.0,2419.3,7361.9,1199.8,1996
Palmdale,CA,104894.0,1087.8,5.7,36.2,247.9,797.9,3975.4,1173.6,2141.2,660.7,1996
Pasadena Police Dept,CA,136077.0,865.7,10.3,29.4,382.9,443.1,4589.3,1003.1,3043.9,542.3,1996
Pasadena Police Dept,TX,134568.0,671.0,6.7,46.8,140.4,477.1,4737.4,1046.3,2959.8,731.2,1996
Paterson Police Dept,NJ,139759.0,1169.2,5.0,34.3,576.0,553.8,4875.5,1393.8,2494.3,987.4,1996
Peoria Police Dept,IL,113790.0,,9.7,,393.7,1525.6,8375.1,1833.2,5694.7,847.2,1996
Philadelphia Police Dept,PA,1528403.0,1321.0,27.5,42.1,862.9,388.5,4866.2,897.9,2642.2,1326.1,1996
Phoenix Police Dept,AZ,1139793.0,923.8,16.3,40.4,329.6,537.5,8617.4,1716.0,5313.7,1587.7,1996
Pittsburgh,PA,354308.0,804.4,13.3,58.1,441.7,291.3,4492.1,860.6,2838.5,793.1,1996
Plano Police Dept,TX,163817.0,347.3,0.0,29.9,59.2,258.2,4730.3,880.9,3612.6,236.8,1996
Pomona Police Dept,CA,145916.0,1053.3,13.0,32.2,373.5,634.6,4284.7,1163.0,2082.7,1039.0,1996
Portland Police Dept,OR,467906.0,1674.5,10.9,85.9,439.6,1138.0,9076.8,1526.4,6160.0,1390.5,1996
Providence Police Dept,RI,149805.0,689.6,10.7,51.4,297.1,330.4,8059.1,1958.5,4485.8,1614.8,1996
Pueblo Police Dept,CO,105059.0,1319.3,11.4,70.4,186.6,1050.8,5696.8,1283.1,4097.7,316.0,1996
Raleigh Police Dept,NC,245176.0,860.2,10.2,36.7,298.6,514.7,6106.2,1280.3,4264.7,561.2,1996
Rancho Cucamonga,CA,116431.0,317.8,6.9,12.0,134.8,164.0,3828.9,850.3,2173.8,804.8,1996
Reno Police Dept,NV,159559.0,703.2,6.9,70.8,317.8,307.7,6098.7,1050.4,4593.9,454.4,1996
Richmond (City) Bureau Of Police,VA,204881.0,1651.2,54.7,69.8,754.1,772.6,7998.8,1963.1,5045.9,989.8,1996
Riverside Police Dept,CA,245081.0,1293.0,7.3,46.9,356.6,882.2,5028.5,1180.8,2905.6,942.1,1996
Rochester Police Dept,NY,231372.0,982.4,22.0,51.4,590.4,318.5,8051.1,1932.8,4962.6,1155.7,1996
Rockford Police Dept,IL,144421.0,,21.5,,519.3,608.6,9146.9,2354.9,5831.6,960.4,1996
Sacramento Police Dept,CA,379283.0,977.4,11.3,40.6,494.1,431.3,7928.9,1884.6,4440.5,1603.8,1996
St. Louis Police Dept,MO,374041.0,2727.8,44.4,71.9,1092.4,1519.1,12401.0,2643.3,7814.1,1943.6,1996
St. Paul Police Dept,MN,267292.0,911.7,9.7,87.5,327.4,487.1,6834.1,1544.0,4303.9,986.2,1996
Salem Police Dept,OR,119822.0,328.8,5.8,78.4,159.4,85.1,8627.8,1069.9,6935.3,622.6,1996
Salinas Police Dept,CA,121517.0,1118.4,7.4,44.4,339.0,727.5,5098.1,848.4,3570.7,678.9,1996
Salt Lake City Police Dept,UT,180180.0,833.1,11.1,84.4,328.0,409.6,11534.0,1673.3,8268.4,1592.3,1996
San Antonio Police Dept,TX,1021477.0,464.1,11.5,62.4,230.1,160.3,8122.5,1339.7,5921.6,861.1,1996
San Bernardino Police Dept,CA,184303.0,1754.2,22.8,42.9,695.1,993.5,7453.5,1922.9,3907.2,1623.4,1996
San Diego Police Dept,CA,1168364.0,868.6,6.8,31.5,256.6,573.7,4401.5,736.8,2712.2,952.5,1996
San Francisco Police Dept,CA,745127.0,1326.8,11.0,40.0,743.4,532.4,6268.2,950.0,4168.7,1149.5,1996
San Jose Police Dept,CA,830374.0,731.6,4.8,41.1,132.2,553.5,3397.5,566.0,2383.6,447.9,1996
Santa Ana Police Dept,CA,294963.0,756.4,15.6,21.0,399.4,320.4,3723.2,617.7,2204.0,901.5,1996
Santa Clarita,CA,125435.0,475.1,1.6,15.1,66.2,392.2,2119.8,570.8,1235.7,313.3,1996
Santa Rosa Police Dept,CA,118625.0,558.9,1.7,68.3,143.3,345.6,5262.0,775.6,4131.5,354.9,1996
Savannah Police Dept,GA,146534.0,967.0,15.0,43.0,579.4,329.6,7965.4,1472.7,5750.9,741.8,1996
Scottsdale Police Dept,AZ,165644.0,268.6,4.8,13.9,80.3,169.6,5609.6,1078.2,3896.9,634.5,1996
Seattle Police Dept,WA,539591.0,841.9,6.9,48.4,363.8,422.9,9468.8,1455.7,6835.4,1177.7,1996
Shreveport Police Dept,LA,199418.0,1248.6,25.6,67.2,365.6,790.3,10614.9,2098.6,7749.6,766.7,1996
Simi Valley Police Dept,CA,108469.0,143.8,0.9,11.1,35.0,96.8,2069.7,424.1,1412.4,233.2,1996
Sioux Falls Police Dept,SD,110891.0,426.5,0.9,73.9,58.6,293.1,4401.6,779.1,3434.0,188.5,1996
South Bend Police Dept,IN,106718.0,957.7,20.6,87.1,479.8,370.1,9183.1,2698.7,5795.6,688.7,1996
Spokane Police Dept,WA,199636.0,655.2,7.5,44.6,173.3,429.8,7502.7,1518.8,5560.6,423.3,1996
Springfield Police Dept,IL,106794.0,,6.6,,423.2,943.9,7883.4,2208.9,5334.6,339.9,1996
Springfield Police Dept,MA,150421.0,2276.3,8.0,65.8,353.0,1849.5,5417.5,2131.4,2311.5,974.6,1996
Springfield Police Dept,MO,152024.0,522.9,2.6,50.0,113.8,356.5,7044.9,1435.3,5164.3,445.3,1996
Stamford Police Dept,CT,107165.0,411.5,5.6,16.8,197.8,191.3,4212.2,656.9,3109.2,446.0,1996
Sterling Heights Police Dept,MI,120737.0,223.6,0.8,8.3,29.8,184.7,3603.7,362.8,2903.8,337.1,1996
Stockton Police Dept,CA,225799.0,1379.5,20.4,54.5,581.5,723.2,7212.6,1513.7,4346.8,1352.1,1996
Sunnyvale Dept Of Public Safety,CA,121284.0,190.5,0.0,23.9,66.0,100.6,2685.4,346.3,2079.4,259.7,1996
Syracuse Police Dept,NY,160033.0,873.6,9.4,38.7,361.8,463.7,5999.4,1762.8,3711.7,524.9,1996
St. Petersburg Police Dept,FL,246229.0,1920.2,10.6,67.4,560.5,1281.7,7763.1,1841.8,5025.0,896.3,1996
Tacoma Police Dept,WA,189568.0,1469.1,10.6,72.3,417.8,968.5,9156.6,1732.4,5937.2,1487.1,1996
Tempe Police Dept,AZ,156788.0,555.5,1.9,22.3,204.7,326.6,8393.5,1305.6,5848.0,1239.9,1996
Thousand Oaks,CA,112559.0,206.1,2.7,8.0,56.9,138.6,2056.7,397.1,1435.7,223.9,1996
Toledo Police Dept,OH,324610.0,811.7,9.2,85.3,399.6,317.6,7656.3,1724.2,4996.1,935.9,1996
Topeka Police Dept,KS,121495.0,1236.3,14.0,73.3,438.7,710.3,11434.2,2932.6,7950.1,551.5,1996
Torrance Police Dept,CA,140185.0,450.8,2.1,22.1,226.1,200.4,4581.1,988.0,2729.3,863.9,1996
Tucson Police Dept,AZ,472385.0,1100.6,9.7,59.7,272.7,758.5,8718.7,1420.5,6024.7,1273.5,1996
Tulsa Police Dept,OK,379798.0,1165.9,8.2,80.0,228.5,849.1,6041.4,1614.3,3303.1,1124.0,1996
Tallahassee Police Dept,FL,138001.0,1131.9,7.2,68.8,263.0,792.7,9026.0,1563.0,6887.6,575.4,1996
Tampa Police Dept,FL,294670.0,2948.7,14.6,89.6,906.4,1938.1,11600.8,2502.1,7054.3,2044.3,1996
Vallejo Police Dept,CA,113069.0,1383.2,13.3,52.2,462.5,855.2,6573.0,1466.4,4334.5,772.1,1996
Virginia Beach Police Dept,VA,439851.0,244.4,4.5,28.9,103.4,107.5,4488.8,696.4,3566.7,225.8,1996
City Of Waco Police Dept,TX,110213.0,1226.7,12.7,83.5,350.2,780.3,9255.7,1898.1,6198.9,1158.7,1996
Warren Police Dept,MI,144095.0,,,,,,,,,,1996
Washington Metropolitan Police Dept,DC,543000.0,2469.8,73.1,47.9,1186.7,1162.1,9419.2,1809.9,5772.2,1837.0,1996
Waterbury Police Dept,CT,103490.0,634.8,12.6,37.7,236.7,347.9,7049.0,1864.9,4247.8,936.3,1996
West Covina Police Dept,CA,104766.0,542.2,5.7,22.9,260.6,252.9,4199.8,769.3,2566.7,863.8,1996
Wichita Police Dept,KS,312706.0,758.5,7.7,72.6,263.2,415.1,7198.1,1660.7,4776.4,761.1,1996
Wichita Falls Police Dept,TX,101755.0,862.9,8.8,79.6,149.4,625.0,5725.5,1002.4,4359.5,363.6,1996
Winston-Salem Police Dept,NC,160678.0,1410.9,17.4,76.6,542.1,774.8,10369.8,2372.4,6884.6,1112.8,1996
